確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2022,4,高雄市,鳳山區,M,否,60,1
嚴重特殊傳染性肺炎,2022,4,高雄市,三民區,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,高雄市,左營區,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,高雄市,苓雅區,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,高雄市,鳳山區,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,高雄市,小港區,M,否,70,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,0,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,F,否,10,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,10,3
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,10,1
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,10,4
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,10,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,10,2
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,15,3
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,15,4
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,15,3
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,15,5
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,2,1
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,2,1
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,F,否,20,2
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,20,4
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,20,9
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,20,3
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,25,5
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,25,3
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,25,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,25,4
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,25,3
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,3,2
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,3,1
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,F,否,30,5
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,30,3
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,30,3
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,30,5
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,35,4
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,35,5
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,35,6
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,35,2
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,4,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,4,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,40,3
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,40,5
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,40,3
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,F,否,45,2
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,45,4
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,45,1
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,45,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,45,2
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,45,3
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,F,否,50,2
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,F,否,50,2
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,50,2
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,50,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,50,5
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,55,3
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,55,2
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,55,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,55,5
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,5,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,5,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,5,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,60,5
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,60,2
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,60,1
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,60,3
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,60,2
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,F,否,65,3
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,F,否,65,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,65,2
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,65,1
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,65,2
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,65,3
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,F,否,70,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,F,否,70,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,F,否,70,4
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,F,否,70,1
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,F,否,70,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,F,否,70,4
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,F,否,70,4
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,0,1
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,0,1
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,0,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,0,1
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,1,2
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,1,1
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,M,否,10,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,M,否,10,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,10,6
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,10,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,10,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,10,3
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,M,否,15,2
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,M,否,15,3
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,15,3
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,15,1
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,15,4
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,15,5
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,15,3
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,2,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,20,9
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,20,1
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,20,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,20,6
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,20,4
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,M,否,25,2
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,25,2
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,25,5
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,25,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,3,1
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,M,否,30,2
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,30,3
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,35,3
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,35,3
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,35,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,4,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,M,否,40,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,40,4
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,40,2
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,40,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,40,3
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,40,3
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,45,3
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,45,2
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,45,2
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,M,否,50,3
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,M,否,50,2
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,50,5
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,50,2
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,50,1
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,50,4
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,50,4
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,M,否,55,3
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,55,3
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,55,2
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,55,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,M,否,5,1
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,5,1
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,5,2
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,5,1
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,M,否,60,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中山區,M,否,60,1
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,60,8
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,60,3
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,60,1
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,60,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,60,2
嚴重特殊傳染性肺炎,2022,4,基隆市,七堵區,M,否,65,2
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,65,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,65,4
嚴重特殊傳染性肺炎,2022,4,基隆市,中正區,M,否,70,3
嚴重特殊傳染性肺炎,2022,4,基隆市,仁愛區,M,否,70,5
嚴重特殊傳染性肺炎,2022,4,基隆市,安樂區,M,否,70,2
嚴重特殊傳染性肺炎,2022,4,基隆市,信義區,M,否,70,1
嚴重特殊傳染性肺炎,2022,4,基隆市,暖暖區,M,否,70,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,虎尾鎮,F,否,10,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,北港鎮,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,北港鎮,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,北港鎮,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,虎尾鎮,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,北港鎮,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,虎尾鎮,F,否,5,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,水林鄉,F,否,70,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,北港鎮,F,否,70,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,斗六市,M,否,15,2
嚴重特殊傳染性肺炎,2022,4,雲林縣,東勢鄉,M,否,15,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,崙背鄉,M,否,15,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,斗六市,M,否,25,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,斗六市,M,否,30,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,西螺鎮,M,否,35,1
嚴重特殊傳染性肺炎,2022,4,雲林縣,北港鎮,M,否,55,1
嚴重特殊傳染性肺炎,2022,4,新北市,三芝區,F,否,0,1
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,0,1
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,0,1
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,0,2
嚴重特殊傳染性肺炎,2022,4,新北市,蘆洲區,F,否,0,1
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,1,1
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,1,1
嚴重特殊傳染性肺炎,2022,4,新北市,新店區,F,否,1,1
嚴重特殊傳染性肺炎,2022,4,新北市,瑞芳區,F,否,1,1
嚴重特殊傳染性肺炎,2022,4,新北市,三峽區,F,否,10,20
嚴重特殊傳染性肺炎,2022,4,新北市,土城區,F,否,10,3
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,10,6
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,10,1
嚴重特殊傳染性肺炎,2022,4,新北市,汐止區,F,否,10,1
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,10,4
嚴重特殊傳染性肺炎,2022,4,新北市,淡水區,F,否,10,1
嚴重特殊傳染性肺炎,2022,4,新北市,新店區,F,否,10,3
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,10,14
嚴重特殊傳染性肺炎,2022,4,新北市,樹林區,F,否,10,3
嚴重特殊傳染性肺炎,2022,4,新北市,鶯歌區,F,否,10,3
嚴重特殊傳染性肺炎,2022,4,新北市,三重區,F,否,15,4
嚴重特殊傳染性肺炎,2022,4,新北市,三峽區,F,否,15,15
嚴重特殊傳染性肺炎,2022,4,新北市,土城區,F,否,15,6
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,15,5
嚴重特殊傳染性肺炎,2022,4,新北市,五股區,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,15,4
嚴重特殊傳染性肺炎,2022,4,新北市,淡水區,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,新北市,新店區,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,15,5
嚴重特殊傳染性肺炎,2022,4,新北市,樹林區,F,否,15,4
嚴重特殊傳染性肺炎,2022,4,新北市,蘆洲區,F,否,15,1
嚴重特殊傳染性肺炎,2022,4,新北市,三重區,F,否,2,1
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,2,2
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,2,1
嚴重特殊傳染性肺炎,2022,4,新北市,新店區,F,否,2,2
嚴重特殊傳染性肺炎,2022,4,新北市,樹林區,F,否,2,1
嚴重特殊傳染性肺炎,2022,4,新北市,三芝區,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,新北市,三重區,F,否,20,15
嚴重特殊傳染性肺炎,2022,4,新北市,三峽區,F,否,20,5
嚴重特殊傳染性肺炎,2022,4,新北市,土城區,F,否,20,5
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,20,10
嚴重特殊傳染性肺炎,2022,4,新北市,五股區,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,20,6
嚴重特殊傳染性肺炎,2022,4,新北市,汐止區,F,否,20,3
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,20,12
嚴重特殊傳染性肺炎,2022,4,新北市,淡水區,F,否,20,6
嚴重特殊傳染性肺炎,2022,4,新北市,新店區,F,否,20,5
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,20,7
嚴重特殊傳染性肺炎,2022,4,新北市,瑞芳區,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,新北市,樹林區,F,否,20,4
嚴重特殊傳染性肺炎,2022,4,新北市,蘆洲區,F,否,20,10
嚴重特殊傳染性肺炎,2022,4,新北市,鶯歌區,F,否,20,1
嚴重特殊傳染性肺炎,2022,4,新北市,三重區,F,否,25,25
嚴重特殊傳染性肺炎,2022,4,新北市,三峽區,F,否,25,2
嚴重特殊傳染性肺炎,2022,4,新北市,土城區,F,否,25,5
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,25,6
嚴重特殊傳染性肺炎,2022,4,新北市,五股區,F,否,25,2
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,25,5
嚴重特殊傳染性肺炎,2022,4,新北市,汐止區,F,否,25,4
嚴重特殊傳染性肺炎,2022,4,新北市,林口區,F,否,25,2
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,25,13
嚴重特殊傳染性肺炎,2022,4,新北市,泰山區,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,新北市,淡水區,F,否,25,3
嚴重特殊傳染性肺炎,2022,4,新北市,新店區,F,否,25,3
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,25,14
嚴重特殊傳染性肺炎,2022,4,新北市,瑞芳區,F,否,25,1
嚴重特殊傳染性肺炎,2022,4,新北市,樹林區,F,否,25,3
嚴重特殊傳染性肺炎,2022,4,新北市,蘆洲區,F,否,25,3
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,3,1
嚴重特殊傳染性肺炎,2022,4,新北市,汐止區,F,否,3,1
嚴重特殊傳染性肺炎,2022,4,新北市,蘆洲區,F,否,3,1
嚴重特殊傳染性肺炎,2022,4,新北市,八里區,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,新北市,三重區,F,否,30,11
嚴重特殊傳染性肺炎,2022,4,新北市,三峽區,F,否,30,4
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,30,6
嚴重特殊傳染性肺炎,2022,4,新北市,五股區,F,否,30,2
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,30,2
嚴重特殊傳染性肺炎,2022,4,新北市,汐止區,F,否,30,7
嚴重特殊傳染性肺炎,2022,4,新北市,林口區,F,否,30,1
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,30,13
嚴重特殊傳染性肺炎,2022,4,新北市,淡水區,F,否,30,2
嚴重特殊傳染性肺炎,2022,4,新北市,新店區,F,否,30,3
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,30,4
嚴重特殊傳染性肺炎,2022,4,新北市,瑞芳區,F,否,30,2
嚴重特殊傳染性肺炎,2022,4,新北市,樹林區,F,否,30,4
嚴重特殊傳染性肺炎,2022,4,新北市,八里區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,新北市,三芝區,F,否,35,2
嚴重特殊傳染性肺炎,2022,4,新北市,三重區,F,否,35,3
嚴重特殊傳染性肺炎,2022,4,新北市,三峽區,F,否,35,11
嚴重特殊傳染性肺炎,2022,4,新北市,土城區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,35,7
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,新北市,汐止區,F,否,35,4
嚴重特殊傳染性肺炎,2022,4,新北市,林口區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,35,4
嚴重特殊傳染性肺炎,2022,4,新北市,金山區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,新北市,淡水區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,新北市,新店區,F,否,35,3
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,35,8
嚴重特殊傳染性肺炎,2022,4,新北市,樹林區,F,否,35,1
嚴重特殊傳染性肺炎,2022,4,新北市,蘆洲區,F,否,35,2
嚴重特殊傳染性肺炎,2022,4,新北市,鶯歌區,F,否,35,2
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,4,2
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,4,1
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,4,1
嚴重特殊傳染性肺炎,2022,4,新北市,八里區,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,新北市,三重區,F,否,40,4
嚴重特殊傳染性肺炎,2022,4,新北市,三峽區,F,否,40,14
嚴重特殊傳染性肺炎,2022,4,新北市,土城區,F,否,40,2
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,40,6
嚴重特殊傳染性肺炎,2022,4,新北市,五股區,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,40,5
嚴重特殊傳染性肺炎,2022,4,新北市,汐止區,F,否,40,2
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,40,8
嚴重特殊傳染性肺炎,2022,4,新北市,淡水區,F,否,40,3
嚴重特殊傳染性肺炎,2022,4,新北市,新店區,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,40,6
嚴重特殊傳染性肺炎,2022,4,新北市,瑞芳區,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,新北市,樹林區,F,否,40,2
嚴重特殊傳染性肺炎,2022,4,新北市,鶯歌區,F,否,40,1
嚴重特殊傳染性肺炎,2022,4,新北市,三重區,F,否,45,2
嚴重特殊傳染性肺炎,2022,4,新北市,三峽區,F,否,45,10
嚴重特殊傳染性肺炎,2022,4,新北市,土城區,F,否,45,6
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,45,9
嚴重特殊傳染性肺炎,2022,4,新北市,五股區,F,否,45,2
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,45,1
嚴重特殊傳染性肺炎,2022,4,新北市,汐止區,F,否,45,4
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,45,6
嚴重特殊傳染性肺炎,2022,4,新北市,淡水區,F,否,45,1
嚴重特殊傳染性肺炎,2022,4,新北市,新店區,F,否,45,3
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,45,2
嚴重特殊傳染性肺炎,2022,4,新北市,樹林區,F,否,45,1
嚴重特殊傳染性肺炎,2022,4,新北市,蘆洲區,F,否,45,3
嚴重特殊傳染性肺炎,2022,4,新北市,鶯歌區,F,否,45,1
嚴重特殊傳染性肺炎,2022,4,新北市,三重區,F,否,50,8
嚴重特殊傳染性肺炎,2022,4,新北市,三峽區,F,否,50,6
嚴重特殊傳染性肺炎,2022,4,新北市,土城區,F,否,50,3
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,50,4
嚴重特殊傳染性肺炎,2022,4,新北市,五股區,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,50,2
嚴重特殊傳染性肺炎,2022,4,新北市,汐止區,F,否,50,2
嚴重特殊傳染性肺炎,2022,4,新北市,林口區,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,50,3
嚴重特殊傳染性肺炎,2022,4,新北市,新店區,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,50,4
嚴重特殊傳染性肺炎,2022,4,新北市,瑞芳區,F,否,50,2
嚴重特殊傳染性肺炎,2022,4,新北市,蘆洲區,F,否,50,2
嚴重特殊傳染性肺炎,2022,4,新北市,鶯歌區,F,否,50,1
嚴重特殊傳染性肺炎,2022,4,新北市,三重區,F,否,55,4
嚴重特殊傳染性肺炎,2022,4,新北市,三峽區,F,否,55,4
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,55,4
嚴重特殊傳染性肺炎,2022,4,新北市,五股區,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,新北市,汐止區,F,否,55,2
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,55,2
嚴重特殊傳染性肺炎,2022,4,新北市,淡水區,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,55,3
嚴重特殊傳染性肺炎,2022,4,新北市,蘆洲區,F,否,55,1
嚴重特殊傳染性肺炎,2022,4,新北市,八里區,F,否,5,2
嚴重特殊傳染性肺炎,2022,4,新北市,三重區,F,否,5,2
嚴重特殊傳染性肺炎,2022,4,新北市,三峽區,F,否,5,21
嚴重特殊傳染性肺炎,2022,4,新北市,中和區,F,否,5,2
嚴重特殊傳染性肺炎,2022,4,新北市,永和區,F,否,5,1
嚴重特殊傳染性肺炎,2022,4,新北市,汐止區,F,否,5,2
嚴重特殊傳染性肺炎,2022,4,新北市,板橋區,F,否,5,2
嚴重特殊傳染性肺炎,2022,4,新北市,淡水區,F,否,5,4
嚴重特殊傳染性肺炎,2022,4,新北市,新莊區,F,否,5,6
